node_id,vendorid,deliverytype,resourcetype,dialtype,nattype,scheduleisps,regsource,customermode,province,isp,city,device_type,arch_type,isvm,qoskiller_status,sevendayavg95ratio
node_000514,77882,egress,server,pppoe,symmetric,multi,self,direct,四川,移动,北京,jarvis.A,vm,true,on,0.9991
node_000515,10001,pcdn,box,dhcp,public,telecom,self,direct,浙江,移动,北京,jarvis.B,host,false,off,0.6201
node_000516,30003,egress,vm,pppoe,public,unicom,agent,resell,浙江,联通,北京,jarvis.B,host,true,on,0.7303
node_000517,10001,egress,server,staticNetSingle,fullcone,unicom,self,resell,湖北,移动,武汉,jarvis.A,host,false,off,0.7902
node_000518,20002,idc,vm,pppoe,symmetric,unicom,self,resell,广东,联通,杭州,jarvis.B,host,false,on,0.3744
node_000519,10001,egress,server,dhcp,symmetric,unicom,self,resell,浙江,电信,成都,jarvis.C,host,false,on,0.3947
node_000520,20002,egress,vm,staticNetSingle,public,mobile,agent,direct,北京,移动,广州,jarvis.C,host,false,off,0.1935
node_000521,77882,pcdn,vm,dhcp,public,unicom,self,resell,广东,移动,杭州,jarvis.A,host,true,on,0.3992
node_000522,20002,pcdn,box,staticNetSingle,public,telecom,agent,direct,四川,电信,北京,jarvis.B,vm,false,off,0.7763
node_000523,10001,pcdn,server,dhcp,symmetric,mobile,self,resell,湖北,联通,广州,jarvis.C,host,false,off,0.3003
node_000524,10001,egress,box,staticNetSingle,public,mobile,agent,resell,湖北,移动,武汉,jarvis.B,host,false,off,0.5754
node_000525,10001,idc,box,dhcp,symmetric,telecom,self,resell,四川,电信,武汉,jarvis.A,host,true,off,0.2585
node_000526,10001,pcdn,server,dhcp,public,multi,agent,direct,湖北,移动,广州,jarvis.C,vm,true,off,0.6899
node_000527,10001,egress,vm,pppoe,public,telecom,self,direct,北京,移动,杭州,jarvis.B,host,false,off,0.521
node_000528,77882,idc,server,staticNetSingle,public,unicom,self,direct,浙江,联通,成都,jarvis.C,host,false,off,0.9513
node_000529,10001,egress,server,staticNetSingle,symmetric,multi,self,resell,湖北,电信,武汉,jarvis.B,host,true,off,0.9906
node_000530,20002,idc,server,dhcp,public,unicom,self,resell,浙江,电信,武汉,jarvis.B,vm,true,on,0.6271
node_000531,10001,pcdn,vm,dhcp,symmetric,mobile,agent,resell,浙江,电信,杭州,jarvis.B,vm,false,off,0.803
node_000532,30003,pcdn,server,dhcp,public,multi,agent,direct,广东,电信,广州,jarvis.C,host,true,on,0.7434
node_000533,30003,pcdn,box,staticNetSingle,fullcone,multi,agent,resell,北京,移动,成都,jarvis.B,vm,false,on,0.4615
node_000534,20002,idc,vm,staticNetSingle,fullcone,mobile,self,resell,湖北,联通,武汉,jarvis.B,vm,false,on,0.8741
node_000535,77882,egress,server,pppoe,fullcone,unicom,agent,direct,北京,电信,杭州,jarvis.C,host,true,on,0.8973
node_000536,10001,idc,server,staticNetSingle,symmetric,unicom,agent,resell,北京,移动,成都,jarvis.A,host,false,on,0.7424
node_000537,77882,pcdn,server,staticNetSingle,fullcone,mobile,self,direct,北京,移动,北京,jarvis.C,host,true,on,0.4515
node_000538,20002,pcdn,box,staticNetSingle,public,unicom,agent,direct,湖北,移动,杭州,jarvis.B,host,false,off,0.6662
node_000539,10001,pcdn,box,pppoe,symmetric,multi,self,resell,浙江,移动,武汉,jarvis.C,vm,true,off,0.7726
node_000540,20002,egress,vm,staticNetSingle,symmetric,telecom,agent,resell,浙江,电信,杭州,jarvis.C,host,false,off,0.348
node_000541,30003,pcdn,server,staticNetSingle,fullcone,mobile,agent,direct,四川,移动,成都,jarvis.B,host,true,off,0.5648
node_000542,77882,idc,server,dhcp,fullcone,multi,self,direct,湖北,移动,北京,jarvis.A,vm,false,on,0.2793
node_000543,20002,pcdn,vm,dhcp,symmetric,unicom,agent,direct,浙江,电信,广州,jarvis.A,host,true,off,0.3668
node_000544,10001,egress,box,pppoe,public,multi,self,direct,北京,电信,杭州,jarvis.B,host,true,on,0.3079
node_000545,10001,pcdn,vm,pppoe,public,multi,agent,direct,湖北,电信,成都,jarvis.C,host,false,off,0.3825
node_000546,77882,idc,box,pppoe,fullcone,telecom,self,resell,广东,移动,广州,jarvis.A,vm,true,off,0.4649
node_000547,30003,idc,vm,staticNetSingle,fullcone,telecom,self,direct,四川,移动,北京,jarvis.A,host,false,off,0.5541
node_000548,10001,pcdn,server,dhcp,public,mobile,agent,direct,四川,电信,北京,jarvis.B,host,true,on,0.9286
node_000549,20002,pcdn,box,pppoe,symmetric,multi,self,resell,浙江,电信,武汉,jarvis.C,vm,true,on,0.564
node_000550,20002,pcdn,box,dhcp,fullcone,telecom,agent,resell,四川,移动,广州,jarvis.C,vm,true,on,0.9392
node_000551,10001,idc,box,dhcp,public,telecom,agent,direct,浙江,移动,北京,jarvis.B,host,true,off,0.2619
node_000552,77882,idc,server,staticNetSingle,public,mobile,agent,resell,北京,电信,广州,jarvis.B,host,false,on,0.3181
node_000553,77882,pcdn,box,dhcp,symmetric,unicom,agent,resell,浙江,联通,广州,jarvis.C,vm,true,on,0.9541
node_000554,30003,pcdn,server,dhcp,public,unicom,self,resell,广东,移动,武汉,jarvis.B,vm,true,on,0.5643
node_000555,77882,egress,server,dhcp,symmetric,unicom,agent,resell,浙江,联通,武汉,jarvis.A,host,true,off,0.1557
node_000556,77882,pcdn,vm,staticNetSingle,symmetric,unicom,agent,direct,北京,联通,广州,jarvis.A,host,false,on,0.8985
node_000557,30003,egress,server,staticNetSingle,symmetric,telecom,agent,direct,浙江,移动,北京,jarvis.B,vm,true,on,0.902
node_000558,30003,egress,vm,dhcp,symmetric,mobile,agent,direct,四川,移动,武汉,jarvis.C,vm,true,on,0.7487
node_000559,30003,pcdn,server,pppoe,public,unicom,agent,resell,湖北,联通,北京,jarvis.C,vm,true,on,0.8031
node_000560,10001,pcdn,vm,staticNetSingle,symmetric,mobile,self,direct,广东,移动,北京,jarvis.B,host,true,off,0.8452
node_000561,77882,pcdn,box,dhcp,fullcone,multi,self,direct,湖北,移动,成都,jarvis.A,vm,true,on,0.1473
node_000562,30003,pcdn,server,pppoe,symmetric,telecom,agent,resell,北京,移动,广州,jarvis.B,vm,false,on,0.9376
node_000563,77882,egress,box,dhcp,fullcone,unicom,self,resell,湖北,移动,北京,jarvis.C,host,true,on,0.8982
node_000564,77882,pcdn,box,staticNetSingle,public,telecom,self,resell,浙江,联通,武汉,jarvis.A,vm,false,off,0.9359
node_000565,10001,idc,server,pppoe,symmetric,multi,self,direct,北京,联通,成都,jarvis.A,vm,true,on,0.4526
node_000566,30003,egress,box,pppoe,public,telecom,agent,resell,广东,联通,杭州,jarvis.B,vm,false,on,0.7613
node_000567,20002,idc,box,dhcp,public,multi,self,direct,北京,移动,北京,jarvis.A,host,false,off,0.466
node_000568,30003,pcdn,server,pppoe,symmetric,multi,agent,direct,北京,联通,成都,jarvis.C,vm,true,on,0.9532
node_000569,10001,idc,server,staticNetSingle,symmetric,unicom,agent,direct,湖北,电信,杭州,jarvis.B,host,false,off,0.9044
node_000570,30003,idc,vm,staticNetSingle,fullcone,multi,agent,direct,广东,电信,杭州,jarvis.A,host,false,off,0.6936
node_000571,10001,idc,server,staticNetSingle,symmetric,telecom,agent,direct,浙江,移动,成都,jarvis.C,host,false,on,0.7511
node_000572,20002,pcdn,vm,staticNetSingle,symmetric,unicom,self,direct,广东,移动,北京,jarvis.B,vm,true,off,0.1326
node_000573,30003,egress,vm,pppoe,fullcone,multi,agent,resell,广东,移动,北京,jarvis.C,vm,true,on,0.9236
node_000574,77882,egress,vm,staticNetSingle,fullcone,telecom,agent,direct,广东,移动,杭州,jarvis.B,vm,true,on,0.4471
node_000575,77882,pcdn,box,staticNetSingle,symmetric,unicom,self,direct,四川,电信,广州,jarvis.C,host,true,on,0.8514
node_000576,30003,pcdn,server,pppoe,public,telecom,self,direct,北京,联通,成都,jarvis.A,host,false,on,0.2878
node_000577,20002,idc,vm,staticNetSingle,symmetric,telecom,agent,direct,四川,移动,广州,jarvis.B,vm,true,on,0.9927
node_000578,77882,idc,server,pppoe,public,telecom,self,resell,北京,电信,武汉,jarvis.C,host,true,off,0.7755
node_000579,20002,idc,server,pppoe,symmetric,mobile,self,resell,北京,电信,武汉,jarvis.A,vm,false,on,0.5119
node_000580,30003,idc,server,dhcp,public,telecom,self,resell,浙江,移动,杭州,jarvis.A,host,false,on,0.8674
node_000581,77882,egress,box,pppoe,symmetric,multi,agent,direct,广东,移动,杭州,jarvis.C,host,true,on,0.3482
node_000582,10001,pcdn,box,pppoe,symmetric,mobile,self,direct,浙江,联通,武汉,jarvis.A,host,true,off,0.1103
node_000583,30003,egress,server,dhcp,symmetric,telecom,self,resell,浙江,移动,北京,jarvis.A,host,false,off,0.248
node_000584,77882,egress,vm,pppoe,symmetric,multi,agent,direct,浙江,联通,北京,jarvis.C,host,true,on,0.4436
node_000585,10001,pcdn,server,dhcp,fullcone,multi,self,resell,北京,电信,广州,jarvis.A,host,false,off,0.5411
node_000586,20002,egress,server,staticNetSingle,fullcone,telecom,agent,direct,广东,电信,武汉,jarvis.A,vm,true,off,0.1551
node_000587,77882,pcdn,server,staticNetSingle,public,mobile,agent,direct,湖北,联通,广州,jarvis.A,vm,false,on,0.7135
node_000588,77882,pcdn,vm,pppoe,fullcone,mobile,agent,resell,浙江,移动,杭州,jarvis.B,vm,false,on,0.498
node_000589,30003,idc,box,staticNetSingle,public,mobile,self,resell,广东,联通,广州,jarvis.B,vm,true,off,0.9561
node_000590,20002,egress,vm,pppoe,fullcone,telecom,self,direct,湖北,联通,杭州,jarvis.B,vm,false,off,0.6738
node_000591,77882,pcdn,box,dhcp,fullcone,telecom,agent,resell,浙江,移动,武汉,jarvis.C,vm,false,off,0.5516
node_000592,30003,idc,vm,pppoe,symmetric,multi,self,resell,湖北,移动,杭州,jarvis.C,vm,true,on,0.5576
node_000593,20002,idc,server,pppoe,public,multi,agent,direct,湖北,联通,武汉,jarvis.C,host,true,on,0.5018
node_000594,77882,idc,server,dhcp,symmetric,telecom,self,direct,四川,联通,北京,jarvis.B,host,false,off,0.9099
node_000595,20002,pcdn,box,pppoe,symmetric,telecom,self,resell,浙江,联通,北京,jarvis.B,vm,true,off,0.7071
node_000596,20002,idc,server,dhcp,public,mobile,agent,resell,浙江,联通,广州,jarvis.B,vm,true,off,0.4735
node_000597,77882,egress,server,dhcp,symmetric,multi,agent,resell,浙江,移动,武汉,jarvis.B,vm,true,on,0.7767
node_000598,10001,pcdn,vm,staticNetSingle,symmetric,multi,self,direct,北京,移动,成都,jarvis.C,host,false,off,0.3407
node_000599,30003,pcdn,server,staticNetSingle,fullcone,unicom,self,resell,浙江,移动,武汉,jarvis.C,vm,true,on,0.8494
node_000600,30003,egress,server,staticNetSingle,public,mobile,agent,direct,湖北,联通,杭州,jarvis.B,host,false,off,0.758
node_000601,20002,egress,vm,dhcp,fullcone,unicom,self,resell,四川,移动,成都,jarvis.B,host,true,off,0.8525
node_000602,10001,egress,box,dhcp,public,mobile,agent,resell,北京,移动,广州,jarvis.C,vm,true,on,0.5153
node_000603,30003,pcdn,box,staticNetSingle,fullcone,unicom,self,resell,广东,电信,成都,jarvis.C,vm,false,off,0.3175
node_000604,20002,egress,box,staticNetSingle,symmetric,mobile,self,direct,浙江,联通,广州,jarvis.A,host,true,on,0.6768
node_000605,30003,egress,box,pppoe,public,telecom,agent,resell,广东,移动,北京,jarvis.B,vm,false,on,0.9224
node_000606,20002,egress,vm,staticNetSingle,fullcone,unicom,agent,resell,四川,移动,武汉,jarvis.B,vm,false,on,0.3386
node_000607,10001,idc,server,pppoe,symmetric,mobile,agent,resell,湖北,电信,广州,jarvis.C,host,false,on,0.9104
node_000608,20002,pcdn,vm,staticNetSingle,symmetric,unicom,agent,direct,湖北,电信,北京,jarvis.C,host,false,off,0.1122
node_000609,10001,idc,box,pppoe,fullcone,multi,agent,resell,湖北,联通,杭州,jarvis.A,host,true,on,0.8377
node_000610,20002,egress,vm,pppoe,public,mobile,self,direct,四川,电信,北京,jarvis.C,vm,false,off,0.8602
node_000611,20002,egress,server,dhcp,symmetric,mobile,agent,direct,北京,联通,武汉,jarvis.A,host,true,on,0.8951
node_000612,77882,egress,vm,pppoe,symmetric,unicom,agent,direct,四川,电信,武汉,jarvis.C,host,true,off,0.1755
node_000613,10001,idc,server,pppoe,symmetric,telecom,agent,direct,浙江,电信,北京,jarvis.A,host,true,off,0.4078
node_000614,30003,idc,server,dhcp,fullcone,multi,agent,direct,北京,移动,广州,jarvis.A,host,true,off,0.2352
node_000615,30003,idc,server,pppoe,public,multi,self,direct,浙江,联通,杭州,jarvis.B,vm,false,off,0.1437
node_000616,10001,egress,server,staticNetSingle,symmetric,unicom,agent,resell,湖北,移动,武汉,jarvis.C,host,false,off,0.6691
node_000617,20002,pcdn,server,dhcp,symmetric,telecom,agent,direct,四川,电信,北京,jarvis.A,vm,true,on,0.405
node_000618,30003,pcdn,box,dhcp,fullcone,mobile,self,resell,广东,移动,成都,jarvis.C,host,false,on,0.6144
node_000619,20002,idc,vm,dhcp,public,unicom,agent,direct,北京,电信,北京,jarvis.A,host,true,on,0.5054
node_000620,77882,egress,box,dhcp,public,multi,agent,direct,北京,联通,武汉,jarvis.C,host,true,off,0.9191
node_000621,30003,pcdn,server,pppoe,public,mobile,self,direct,四川,电信,武汉,jarvis.B,vm,true,on,0.2741
node_000622,20002,egress,box,dhcp,symmetric,multi,agent,resell,湖北,移动,杭州,jarvis.B,vm,false,on,0.5987
node_000623,20002,pcdn,vm,dhcp,symmetric,multi,self,resell,北京,移动,广州,jarvis.B,host,false,on,0.3423
node_000624,10001,pcdn,box,dhcp,fullcone,unicom,self,resell,广东,电信,武汉,jarvis.B,host,true,off,0.9839
node_000625,30003,idc,server,pppoe,fullcone,mobile,agent,resell,四川,电信,武汉,jarvis.A,vm,true,off,0.8357
node_000626,20002,pcdn,box,staticNetSingle,symmetric,telecom,agent,resell,四川,移动,杭州,jarvis.A,vm,false,off,0.6019
node_000627,30003,pcdn,vm,pppoe,symmetric,telecom,self,direct,浙江,移动,杭州,jarvis.A,host,true,off,0.6814
node_000628,10001,idc,vm,pppoe,fullcone,mobile,agent,direct,浙江,联通,北京,jarvis.C,host,false,off,0.7485
node_000629,30003,pcdn,server,pppoe,symmetric,multi,self,resell,北京,联通,广州,jarvis.A,vm,true,off,0.4
node_000630,30003,idc,server,dhcp,symmetric,mobile,self,direct,四川,移动,杭州,jarvis.B,host,true,off,0.5428
node_000631,20002,egress,vm,dhcp,symmetric,unicom,self,direct,北京,移动,杭州,jarvis.C,vm,true,on,0.428
node_000632,30003,idc,vm,staticNetSingle,symmetric,mobile,self,direct,广东,电信,成都,jarvis.C,vm,true,on,0.3235
node_000633,30003,egress,box,pppoe,fullcone,mobile,agent,direct,北京,电信,广州,jarvis.C,vm,false,on,0.7092
node_000634,20002,egress,server,dhcp,public,mobile,self,direct,浙江,电信,北京,jarvis.B,vm,true,on,0.5321
node_000635,77882,idc,box,staticNetSingle,fullcone,unicom,agent,direct,湖北,联通,成都,jarvis.A,host,true,off,0.4964
node_000636,77882,idc,vm,staticNetSingle,fullcone,telecom,agent,direct,北京,联通,成都,jarvis.A,vm,false,on,0.5972
node_000637,10001,egress,server,pppoe,public,multi,self,resell,北京,联通,杭州,jarvis.C,host,true,off,0.8614
node_000638,30003,pcdn,vm,staticNetSingle,fullcone,unicom,self,resell,湖北,联通,北京,jarvis.A,vm,true,off,0.3237
node_000639,20002,egress,box,staticNetSingle,fullcone,multi,agent,direct,广东,联通,杭州,jarvis.A,vm,false,on,0.6093
node_000640,77882,pcdn,vm,staticNetSingle,symmetric,unicom,self,resell,四川,电信,广州,jarvis.A,host,true,off,0.979
node_000641,10001,pcdn,server,staticNetSingle,fullcone,mobile,self,resell,四川,联通,杭州,jarvis.C,vm,false,off,0.4097
node_000642,20002,pcdn,vm,staticNetSingle,symmetric,unicom,self,resell,四川,联通,武汉,jarvis.B,vm,true,on,0.8332
node_000643,20002,pcdn,server,pppoe,public,mobile,self,resell,浙江,联通,成都,jarvis.A,vm,true,off,0.1078
node_000644,10001,egress,server,dhcp,symmetric,mobile,agent,resell,广东,移动,成都,jarvis.C,host,false,on,0.8917
node_000645,30003,pcdn,server,pppoe,fullcone,mobile,self,resell,四川,移动,成都,jarvis.B,vm,true,off,0.5919
node_000646,30003,egress,vm,pppoe,fullcone,multi,self,direct,湖北,联通,武汉,jarvis.B,host,false,off,0.4849
node_000647,10001,pcdn,server,staticNetSingle,public,mobile,self,direct,湖北,移动,北京,jarvis.B,vm,false,on,0.2666
node_000648,10001,pcdn,server,staticNetSingle,public,multi,self,resell,湖北,电信,北京,jarvis.C,vm,true,on,0.8523
node_000649,10001,egress,server,pppoe,symmetric,mobile,agent,direct,北京,移动,杭州,jarvis.A,vm,false,off,0.1383
node_000650,30003,idc,vm,staticNetSingle,fullcone,mobile,agent,resell,浙江,移动,广州,jarvis.A,host,true,on,0.1883
node_000651,10001,egress,box,staticNetSingle,fullcone,mobile,agent,direct,北京,联通,成都,jarvis.C,vm,false,on,0.3836
node_000652,30003,egress,server,staticNetSingle,fullcone,multi,self,resell,广东,移动,广州,jarvis.C,vm,true,on,0.2081
node_000653,10001,pcdn,box,staticNetSingle,symmetric,telecom,self,direct,浙江,电信,北京,jarvis.C,host,true,on,0.6585
node_000654,10001,pcdn,vm,dhcp,symmetric,telecom,agent,resell,广东,联通,广州,jarvis.C,vm,true,off,0.2766
node_000655,10001,egress,server,pppoe,symmetric,mobile,self,resell,湖北,电信,成都,jarvis.B,host,true,off,0.647
node_000656,77882,pcdn,box,staticNetSingle,public,multi,agent,resell,广东,电信,广州,jarvis.C,vm,false,off,0.5655
node_000657,30003,idc,vm,dhcp,symmetric,unicom,agent,resell,广东,移动,广州,jarvis.C,host,false,off,0.6104
node_000658,20002,idc,vm,pppoe,public,telecom,self,direct,北京,联通,广州,jarvis.A,vm,true,on,0.8685
node_000659,20002,idc,server,pppoe,public,telecom,self,resell,四川,移动,广州,jarvis.C,host,false,on,0.2266
node_000660,77882,egress,vm,pppoe,symmetric,multi,agent,resell,四川,电信,广州,jarvis.B,host,true,on,0.9583
node_000661,20002,idc,vm,dhcp,symmetric,multi,self,direct,四川,联通,杭州,jarvis.B,host,false,on,0.7985
node_000662,30003,egress,box,staticNetSingle,fullcone,unicom,self,direct,湖北,电信,广州,jarvis.B,vm,true,on,0.8433
node_000663,30003,pcdn,server,dhcp,fullcone,unicom,self,resell,浙江,电信,杭州,jarvis.C,host,false,off,0.1984
node_000664,10001,pcdn,vm,dhcp,public,unicom,self,resell,湖北,联通,北京,jarvis.A,host,false,on,0.1861
node_000665,30003,pcdn,vm,dhcp,fullcone,mobile,agent,resell,四川,联通,北京,jarvis.B,vm,false,off,0.6177
node_000666,20002,idc,vm,dhcp,symmetric,unicom,agent,resell,北京,联通,北京,jarvis.A,vm,false,on,0.6239
node_000667,10001,pcdn,vm,pppoe,symmetric,telecom,agent,direct,四川,联通,广州,jarvis.C,vm,false,on,0.2945
node_000668,30003,egress,vm,staticNetSingle,public,telecom,agent,direct,湖北,移动,武汉,jarvis.B,host,true,off,0.1342
node_000669,10001,pcdn,box,pppoe,fullcone,telecom,self,resell,广东,电信,成都,jarvis.B,host,false,on,0.2524
node_000670,77882,idc,box,dhcp,public,mobile,agent,resell,湖北,电信,杭州,jarvis.A,host,false,off,0.6699
node_000671,30003,idc,vm,staticNetSingle,public,multi,agent,direct,浙江,电信,成都,jarvis.B,host,false,off,0.7801
node_000672,20002,egress,server,pppoe,fullcone,unicom,agent,resell,浙江,联通,成都,jarvis.A,host,true,on,0.535
node_000673,20002,egress,vm,dhcp,symmetric,multi,agent,direct,浙江,移动,北京,jarvis.A,host,true,off,0.5829
node_000674,30003,idc,server,staticNetSingle,public,multi,agent,direct,北京,联通,北京,jarvis.B,vm,true,on,0.8694
node_000675,77882,pcdn,box,staticNetSingle,public,unicom,agent,direct,湖北,移动,武汉,jarvis.A,vm,true,on,0.7415
node_000676,30003,egress,vm,dhcp,public,telecom,self,direct,湖北,电信,杭州,jarvis.B,host,false,off,0.9757
node_000677,10001,egress,vm,staticNetSingle,fullcone,multi,self,direct,四川,移动,杭州,jarvis.B,host,true,off,0.2177
node_000678,30003,idc,server,dhcp,fullcone,unicom,agent,resell,湖北,移动,杭州,jarvis.C,host,true,on,0.9885
node_000679,30003,egress,vm,pppoe,fullcone,multi,agent,resell,浙江,联通,杭州,jarvis.C,host,true,off,0.3594
node_000680,10001,idc,server,staticNetSingle,public,unicom,self,direct,四川,电信,成都,jarvis.C,host,false,off,0.1006
node_000681,10001,idc,box,dhcp,symmetric,telecom,self,resell,四川,联通,武汉,jarvis.C,host,false,off,0.4425
node_000682,20002,egress,vm,staticNetSingle,public,telecom,agent,direct,浙江,电信,北京,jarvis.A,host,false,on,0.26
node_000683,77882,idc,server,pppoe,fullcone,unicom,self,resell,广东,移动,杭州,jarvis.B,host,false,on,0.5217
node_000684,20002,egress,box,staticNetSingle,fullcone,mobile,agent,direct,浙江,联通,成都,jarvis.C,vm,true,on,0.5027
node_000685,20002,idc,vm,staticNetSingle,symmetric,mobile,agent,resell,湖北,移动,成都,jarvis.A,vm,false,on,0.6801
node_000686,77882,idc,server,dhcp,fullcone,unicom,agent,direct,广东,电信,武汉,jarvis.C,vm,false,off,0.3984
node_000687,20002,pcdn,box,pppoe,symmetric,unicom,self,resell,北京,电信,武汉,jarvis.C,host,true,on,0.1364
node_000688,30003,pcdn,box,staticNetSingle,symmetric,telecom,self,resell,广东,电信,成都,jarvis.A,vm,false,on,0.1292
node_000689,20002,egress,box,dhcp,public,mobile,agent,resell,北京,移动,武汉,jarvis.A,vm,true,on,0.9971
node_000690,30003,pcdn,vm,staticNetSingle,fullcone,unicom,agent,resell,广东,移动,成都,jarvis.A,host,true,on,0.5958
node_000691,77882,egress,box,staticNetSingle,public,multi,self,resell,四川,移动,成都,jarvis.A,host,true,on,0.2268
node_000692,77882,idc,server,dhcp,fullcone,multi,self,resell,北京,联通,杭州,jarvis.A,vm,true,on,0.6362
node_000693,20002,pcdn,box,staticNetSingle,fullcone,mobile,agent,resell,湖北,联通,北京,jarvis.C,host,true,off,0.1
node_000694,20002,pcdn,vm,pppoe,public,multi,self,resell,北京,电信,武汉,jarvis.C,vm,true,off,0.265
node_000695,30003,idc,box,pppoe,public,multi,agent,direct,四川,移动,成都,jarvis.B,host,true,on,0.2269
node_000696,20002,egress,server,dhcp,public,telecom,self,resell,广东,电信,武汉,jarvis.A,host,true,off,0.7153
node_000697,20002,pcdn,vm,pppoe,symmetric,telecom,agent,resell,湖北,电信,杭州,jarvis.B,vm,true,on,0.4925
node_000698,77882,pcdn,server,pppoe,symmetric,multi,self,resell,湖北,电信,杭州,jarvis.B,host,true,on,0.6251
node_000699,20002,egress,server,staticNetSingle,public,telecom,self,resell,湖北,电信,武汉,jarvis.B,host,false,off,0.4333
node_000700,30003,idc,box,staticNetSingle,symmetric,unicom,agent,resell,北京,联通,广州,jarvis.A,host,true,on,0.9022
node_000701,20002,pcdn,server,pppoe,fullcone,unicom,agent,resell,广东,移动,广州,jarvis.B,vm,false,on,0.3487
node_000702,77882,egress,vm,pppoe,fullcone,multi,self,resell,四川,联通,北京,jarvis.B,host,false,off,0.2241
node_000703,77882,egress,server,pppoe,fullcone,multi,agent,direct,北京,联通,成都,jarvis.A,vm,false,on,0.8449
node_000704,77882,egress,vm,pppoe,fullcone,unicom,self,resell,浙江,电信,广州,jarvis.A,vm,true,off,0.7248
node_000705,77882,egress,server,pppoe,symmetric,telecom,self,resell,湖北,移动,武汉,jarvis.B,vm,false,off,0.4379
node_000706,20002,pcdn,vm,dhcp,symmetric,unicom,agent,direct,浙江,联通,北京,jarvis.A,vm,true,off,0.388
node_000707,30003,idc,vm,staticNetSingle,public,telecom,agent,resell,四川,电信,杭州,jarvis.C,host,false,on,0.248
node_000708,10001,pcdn,server,dhcp,fullcone,multi,self,resell,北京,电信,成都,jarvis.A,host,false,off,0.1129
node_000709,77882,egress,box,staticNetSingle,public,telecom,agent,direct,湖北,联通,武汉,jarvis.A,host,false,on,0.112
node_000710,30003,idc,box,dhcp,fullcone,mobile,agent,direct,四川,电信,成都,jarvis.A,vm,true,off,0.1979
node_000711,77882,egress,server,pppoe,public,mobile,self,resell,湖北,电信,北京,jarvis.C,vm,true,off,0.2002
node_000712,77882,egress,server,pppoe,fullcone,unicom,agent,resell,浙江,电信,杭州,jarvis.C,vm,false,off,0.8062
node_000713,10001,egress,box,pppoe,public,unicom,agent,resell,湖北,移动,广州,jarvis.C,vm,true,on,0.5651
node_000714,20002,egress,vm,pppoe,public,telecom,agent,resell,浙江,联通,北京,jarvis.A,vm,true,off,0.9421
node_000715,30003,idc,box,staticNetSingle,symmetric,mobile,agent,direct,广东,联通,广州,jarvis.B,host,true,on,0.4545
node_000716,10001,egress,vm,dhcp,symmetric,multi,agent,resell,四川,联通,武汉,jarvis.C,vm,false,off,0.6243
node_000717,10001,egress,server,staticNetSingle,fullcone,telecom,agent,resell,广东,移动,广州,jarvis.A,vm,false,off,0.2337
node_000718,20002,pcdn,box,pppoe,fullcone,unicom,self,direct,四川,移动,武汉,jarvis.A,host,false,off,0.4878
node_000719,20002,pcdn,server,pppoe,fullcone,multi,self,resell,浙江,移动,广州,jarvis.B,host,false,off,0.8876
node_000720,10001,egress,box,dhcp,fullcone,unicom,agent,resell,广东,联通,成都,jarvis.B,host,false,on,0.4626
node_000721,77882,idc,vm,dhcp,fullcone,telecom,agent,resell,湖北,移动,成都,jarvis.C,vm,true,off,0.8855
node_000722,77882,pcdn,server,staticNetSingle,symmetric,telecom,agent,resell,湖北,电信,北京,jarvis.B,vm,true,off,0.9061
node_000723,77882,pcdn,box,dhcp,symmetric,unicom,self,direct,湖北,联通,杭州,jarvis.C,vm,true,off,0.5163
node_000724,30003,egress,box,dhcp,symmetric,unicom,agent,direct,北京,电信,成都,jarvis.C,vm,true,on,0.5773
node_000725,77882,idc,server,staticNetSingle,public,multi,self,resell,浙江,移动,北京,jarvis.C,host,false,off,0.2484
node_000726,10001,egress,server,dhcp,fullcone,telecom,self,resell,四川,电信,杭州,jarvis.A,host,false,on,0.9548
node_000727,30003,idc,vm,staticNetSingle,public,multi,agent,resell,四川,电信,北京,jarvis.B,host,false,on,0.2725
node_000728,30003,pcdn,vm,pppoe,fullcone,unicom,self,resell,四川,电信,北京,jarvis.A,host,false,off,0.1126
node_000729,30003,egress,box,staticNetSingle,fullcone,telecom,self,resell,北京,移动,杭州,jarvis.A,vm,false,on,0.1151
node_000730,77882,egress,box,staticNetSingle,fullcone,unicom,self,direct,四川,电信,武汉,jarvis.A,vm,false,off,0.1179
node_000731,77882,idc,vm,pppoe,fullcone,mobile,self,direct,北京,移动,广州,jarvis.C,vm,true,on,0.7693
node_000732,30003,pcdn,server,dhcp,fullcone,telecom,agent,resell,浙江,电信,北京,jarvis.C,vm,true,on,0.9675
node_000733,30003,idc,vm,staticNetSingle,public,multi,self,resell,广东,电信,杭州,jarvis.B,vm,true,off,0.1448
node_000734,10001,pcdn,server,dhcp,fullcone,multi,self,resell,四川,移动,广州,jarvis.B,host,true,on,0.746
node_000735,10001,idc,server,dhcp,symmetric,telecom,agent,resell,广东,联通,杭州,jarvis.A,vm,false,on,0.2228
node_000736,10001,idc,box,dhcp,public,multi,self,direct,湖北,移动,杭州,jarvis.C,host,false,off,0.5565
node_000737,77882,pcdn,box,dhcp,fullcone,multi,self,direct,湖北,移动,武汉,jarvis.C,vm,false,off,0.1628
node_000738,20002,pcdn,server,dhcp,public,multi,agent,direct,广东,移动,杭州,jarvis.B,host,true,on,0.4083
