node_id,business,online_time,cum_cost_7d,cum_revenue_7d
node_000370,kuaishou,539063,636.57,734.89
node_000370,douyin,539063,613.89,878.59
node_000370,tencent_video,539063,553.33,1004.47
node_000370,iqiyi,539063,476.03,804.69
node_000370,bilibili,539063,582.59,754.11
node_000370,netease,539063,438.66,614.32
node_000370,default,539063,376.24,481.48
node_000371,kuaishou,2011899,792.65,937.74
node_000371,douyin,2011899,726.52,1294.3
node_000371,tencent_video,2011899,611.75,1533.96
node_000371,iqiyi,2011899,581.79,1354.34
node_000371,bilibili,2011899,693.19,1079.32
node_000371,netease,2011899,525.28,923.38
node_000371,default,2011899,454.99,601.95
node_000372,kuaishou,1424326,1112.34,1032.22
node_000372,douyin,1424326,963.89,1106.79
node_000372,tencent_video,1424326,740.16,1386.82
node_000372,iqiyi,1424326,611.5,1196.73
node_000372,bilibili,1424326,771.02,946.71
node_000372,netease,1424326,542.93,815.11
node_000372,default,1424326,504.57,542.64
node_000373,kuaishou,1313532,1369.81,1802.8
node_000373,douyin,1313532,1289.96,2124.97
node_000373,tencent_video,1313532,1264.1,2323.61
node_000373,iqiyi,1313532,1053.0,2335.73
node_000373,bilibili,1313532,1219.78,1942.06
node_000373,netease,1313532,968.82,1664.83
node_000373,default,1313532,833.07,1144.7
node_000374,kuaishou,2220289,1408.15,1902.48
node_000374,douyin,2220289,1184.9,1987.19
node_000374,tencent_video,2220289,1242.56,2224.17
node_000374,iqiyi,2220289,1100.25,1968.04
node_000374,bilibili,2220289,1190.86,1743.76
node_000374,netease,2220289,938.53,1607.37
node_000374,default,2220289,743.67,1043.76
node_000375,kuaishou,266724,861.16,1156.53
node_000375,douyin,266724,746.6,1280.39
node_000375,tencent_video,266724,675.23,1476.24
node_000375,iqiyi,266724,578.74,1205.95
node_000375,bilibili,266724,679.11,1178.91
node_000375,netease,266724,519.14,983.07
node_000375,default,266724,540.17,750.8
node_000376,kuaishou,1929329,665.69,919.9
node_000376,douyin,1929329,659.01,1103.58
node_000376,tencent_video,1929329,618.5,1186.41
node_000376,iqiyi,1929329,557.44,1052.66
node_000376,bilibili,1929329,673.8,963.03
node_000376,netease,1929329,492.77,828.83
node_000376,default,1929329,455.45,557.59
node_000377,kuaishou,2238020,1053.22,1282.49
node_000377,douyin,2238020,994.98,1478.04
node_000377,tencent_video,2238020,894.24,1614.19
node_000377,iqiyi,2238020,812.52,1726.4
node_000377,bilibili,2238020,994.32,1392.24
node_000377,netease,2238020,713.42,1156.03
node_000377,default,2238020,595.45,814.11
node_000378,kuaishou,1799979,1097.56,1298.91
node_000378,douyin,1799979,1027.79,1496.26
node_000378,tencent_video,1799979,871.01,2012.32
node_000378,iqiyi,1799979,884.47,1646.67
node_000378,bilibili,1799979,862.52,1317.07
node_000378,netease,1799979,711.57,1085.08
node_000378,default,1799979,650.71,753.4
node_000379,kuaishou,2211564,1501.54,1678.3
node_000379,douyin,2211564,1309.46,1893.57
node_000379,tencent_video,2211564,1064.48,2089.55
node_000379,iqiyi,2211564,977.8,1552.46
node_000379,bilibili,2211564,1093.97,1664.78
node_000379,netease,2211564,826.33,1381.84
node_000379,default,2211564,765.9,977.6
node_000380,kuaishou,1551339,1083.11,1342.61
node_000380,douyin,1551339,1054.13,1490.13
node_000380,tencent_video,1551339,997.88,1968.83
node_000380,iqiyi,1551339,753.36,1664.53
node_000380,bilibili,1551339,923.0,1335.89
node_000380,netease,1551339,682.66,1086.42
node_000380,default,1551339,621.97,761.04
node_000381,kuaishou,955243,778.73,899.4
node_000381,douyin,955243,657.31,1054.9
node_000381,tencent_video,955243,629.68,1357.77
node_000381,iqiyi,955243,536.24,1141.72
node_000381,bilibili,955243,624.38,981.92
node_000381,netease,955243,491.94,759.07
node_000381,default,955243,454.99,540.11
node_000382,kuaishou,2492313,1157.38,1273.26
node_000382,douyin,2492313,1011.52,1424.61
node_000382,tencent_video,2492313,935.31,1644.21
node_000382,iqiyi,2492313,826.08,1437.96
node_000382,bilibili,2492313,938.48,1259.71
node_000382,netease,2492313,752.74,1202.72
node_000382,default,2492313,615.97,811.99
node_000383,kuaishou,1686212,898.55,1037.84
node_000383,douyin,1686212,924.86,1442.67
node_000383,tencent_video,1686212,811.51,1489.13
node_000383,iqiyi,1686212,738.63,1259.65
node_000383,bilibili,1686212,936.55,1122.23
node_000383,netease,1686212,649.49,1039.51
node_000383,default,1686212,589.96,722.57
node_000384,kuaishou,1380221,1241.32,1481.52
node_000384,douyin,1380221,1053.02,1682.55
node_000384,tencent_video,1380221,1077.33,2263.71
node_000384,iqiyi,1380221,954.65,2128.2
node_000384,bilibili,1380221,1093.74,1636.44
node_000384,netease,1380221,842.65,1176.72
node_000384,default,1380221,719.69,981.23
node_000385,kuaishou,77027,865.35,892.23
node_000385,douyin,77027,784.98,989.56
node_000385,tencent_video,77027,662.78,1091.94
node_000385,iqiyi,77027,631.88,916.59
node_000385,bilibili,77027,695.85,888.95
node_000385,netease,77027,584.55,688.29
node_000385,default,77027,465.97,513.62
node_000386,kuaishou,1972331,1082.8,1228.43
node_000386,douyin,1972331,1038.63,1558.38
node_000386,tencent_video,1972331,897.57,1980.86
node_000386,iqiyi,1972331,850.35,1652.46
node_000386,bilibili,1972331,965.44,1373.66
node_000386,netease,1972331,663.25,1166.79
node_000386,default,1972331,583.79,791.66
node_000387,kuaishou,1018622,684.7,706.44
node_000387,douyin,1018622,688.49,890.65
node_000387,tencent_video,1018622,552.12,1082.68
node_000387,iqiyi,1018622,413.79,978.88
node_000387,bilibili,1018622,589.83,772.23
node_000387,netease,1018622,428.31,581.49
node_000387,default,1018622,356.67,478.61
node_000388,kuaishou,1720977,860.12,1011.73
node_000388,douyin,1720977,765.2,1216.96
node_000388,tencent_video,1720977,633.27,1480.48
node_000388,iqiyi,1720977,627.51,1434.9
node_000388,bilibili,1720977,618.65,1040.81
node_000388,netease,1720977,517.01,816.54
node_000388,default,1720977,461.1,566.77
node_000389,kuaishou,1555076,826.47,883.44
node_000389,douyin,1555076,830.85,1014.43
node_000389,tencent_video,1555076,598.34,1176.34
node_000389,iqiyi,1555076,509.72,1034.74
node_000389,bilibili,1555076,652.4,966.02
node_000389,netease,1555076,504.47,822.3
node_000389,default,1555076,420.27,521.51
node_000390,kuaishou,1603415,748.1,1140.53
node_000390,douyin,1603415,698.11,1181.7
node_000390,tencent_video,1603415,705.54,1733.96
node_000390,iqiyi,1603415,614.16,1490.26
node_000390,bilibili,1603415,741.68,1085.87
node_000390,netease,1603415,520.17,959.39
node_000390,default,1603415,496.27,688.06
node_000391,kuaishou,2446793,1209.16,1302.73
node_000391,douyin,2446793,1260.44,1603.47
node_000391,tencent_video,2446793,846.36,1767.49
node_000391,iqiyi,2446793,885.79,1371.43
node_000391,bilibili,2446793,846.05,1319.72
node_000391,netease,2446793,779.0,1215.4
node_000391,default,2446793,617.3,864.31
node_000392,kuaishou,1273266,1081.03,1310.68
node_000392,douyin,1273266,1137.42,1665.88
node_000392,tencent_video,1273266,919.83,1808.17
node_000392,iqiyi,1273266,900.8,1601.26
node_000392,bilibili,1273266,952.06,1599.56
node_000392,netease,1273266,825.89,1221.65
node_000392,default,1273266,677.95,892.81
node_000393,kuaishou,1954940,1162.73,1623.91
node_000393,douyin,1954940,1212.34,1943.65
node_000393,tencent_video,1954940,961.26,2536.82
node_000393,iqiyi,1954940,987.32,2351.35
node_000393,bilibili,1954940,1094.09,1486.23
node_000393,netease,1954940,818.87,1344.75
node_000393,default,1954940,781.87,867.9
node_000394,kuaishou,987058,1157.66,1255.56
node_000394,douyin,987058,1059.63,1521.9
node_000394,tencent_video,987058,1009.75,1599.36
node_000394,iqiyi,987058,774.32,1200.1
node_000394,bilibili,987058,854.41,1346.38
node_000394,netease,987058,674.27,1042.18
node_000394,default,987058,642.37,805.11
node_000395,kuaishou,300575,964.33,962.75
node_000395,douyin,300575,857.81,1127.53
node_000395,tencent_video,300575,774.9,1315.32
node_000395,iqiyi,300575,685.59,1253.64
node_000395,bilibili,300575,854.83,1077.11
node_000395,netease,300575,631.13,940.89
node_000395,default,300575,493.69,652.16
node_000396,kuaishou,1015935,965.16,911.65
node_000396,douyin,1015935,727.27,960.3
node_000396,tencent_video,1015935,587.15,1276.42
node_000396,iqiyi,1015935,549.73,1205.3
node_000396,bilibili,1015935,612.19,981.55
node_000396,netease,1015935,459.93,754.45
node_000396,default,1015935,431.15,559.65
node_000397,kuaishou,2571006,872.01,794.18
node_000397,douyin,2571006,786.63,1108.68
node_000397,tencent_video,2571006,589.42,1343.79
node_000397,iqiyi,2571006,516.88,1177.01
node_000397,bilibili,2571006,621.56,884.29
node_000397,netease,2571006,467.62,767.67
node_000397,default,2571006,418.82,600.81
node_000398,kuaishou,34660,880.85,1081.93
node_000398,douyin,34660,826.05,1262.44
node_000398,tencent_video,34660,849.4,1359.52
node_000398,iqiyi,34660,723.72,1312.76
node_000398,bilibili,34660,865.73,1070.19
node_000398,netease,34660,649.96,906.48
node_000398,default,34660,576.1,684.68
node_000399,kuaishou,154089,769.73,728.06
node_000399,douyin,154089,752.81,955.53
node_000399,tencent_video,154089,700.44,976.36
node_000399,iqiyi,154089,598.1,975.55
node_000399,bilibili,154089,683.99,884.22
node_000399,netease,154089,534.13,735.31
node_000399,default,154089,495.05,544.66
node_000400,kuaishou,1314140,630.41,874.84
node_000400,douyin,1314140,667.55,892.67
node_000400,tencent_video,1314140,589.63,1123.53
node_000400,iqiyi,1314140,536.58,918.37
node_000400,bilibili,1314140,579.22,856.09
node_000400,netease,1314140,468.9,728.22
node_000400,default,1314140,401.62,483.89
node_000401,kuaishou,1486902,1076.25,950.95
node_000401,douyin,1486902,1006.43,1135.89
node_000401,tencent_video,1486902,702.37,1183.8
node_000401,iqiyi,1486902,698.58,1110.6
node_000401,bilibili,1486902,730.52,958.38
node_000401,netease,1486902,593.65,799.51
node_000401,default,1486902,574.84,585.82
node_000402,kuaishou,2237767,772.12,1095.35
node_000402,douyin,2237767,717.66,1208.45
node_000402,tencent_video,2237767,702.9,1554.23
node_000402,iqiyi,2237767,546.5,1314.51
node_000402,bilibili,2237767,707.41,965.89
node_000402,netease,2237767,530.71,842.34
node_000402,default,2237767,510.03,708.26
node_000403,kuaishou,142877,779.7,905.47
node_000403,douyin,142877,627.69,963.05
node_000403,tencent_video,142877,680.32,1242.13
node_000403,iqiyi,142877,640.2,1198.38
node_000403,bilibili,142877,665.43,946.04
node_000403,netease,142877,506.69,774.84
node_000403,default,142877,480.9,500.9
node_000404,kuaishou,774498,1287.48,1752.92
node_000404,douyin,774498,1212.79,2167.98
node_000404,tencent_video,774498,974.8,2634.13
node_000404,iqiyi,774498,986.64,2357.25
node_000404,bilibili,774498,1191.94,1701.67
node_000404,netease,774498,884.3,1404.19
node_000404,default,774498,790.68,932.78
node_000405,kuaishou,521803,1211.1,1245.37
node_000405,douyin,521803,1026.5,1298.19
node_000405,tencent_video,521803,848.12,1880.2
node_000405,iqiyi,521803,704.02,1533.02
node_000405,bilibili,521803,918.94,1207.32
node_000405,netease,521803,728.85,951.82
node_000405,default,521803,665.62,667.3
node_000406,kuaishou,2344917,995.55,1061.96
node_000406,douyin,2344917,823.15,1128.37
node_000406,tencent_video,2344917,779.47,1254.52
node_000406,iqiyi,2344917,659.85,1209.87
node_000406,bilibili,2344917,752.17,1147.29
node_000406,netease,2344917,634.02,908.88
node_000406,default,2344917,521.89,667.55
node_000407,kuaishou,648742,893.14,1107.35
node_000407,douyin,648742,853.3,1179.51
node_000407,tencent_video,648742,691.48,1609.3
node_000407,iqiyi,648742,591.36,1423.86
node_000407,bilibili,648742,707.71,1068.15
node_000407,netease,648742,531.53,855.26
node_000407,default,648742,476.66,619.93
node_000408,kuaishou,919790,999.41,1250.11
node_000408,douyin,919790,984.85,1714.99
node_000408,tencent_video,919790,996.02,2089.27
node_000408,iqiyi,919790,841.79,1610.47
node_000408,bilibili,919790,972.45,1308.38
node_000408,netease,919790,705.14,1152.37
node_000408,default,919790,628.11,842.28
node_000409,kuaishou,1351842,1459.16,1673.36
node_000409,douyin,1351842,1317.2,1940.04
node_000409,tencent_video,1351842,1067.78,2452.27
node_000409,iqiyi,1351842,1052.03,2272.25
node_000409,bilibili,1351842,1115.23,1698.69
node_000409,netease,1351842,821.8,1402.13
node_000409,default,1351842,745.86,948.76
node_000410,kuaishou,164674,1355.67,1276.83
node_000410,douyin,164674,1239.35,1576.54
node_000410,tencent_video,164674,912.12,1957.01
node_000410,iqiyi,164674,836.25,1821.45
node_000410,bilibili,164674,986.09,1277.16
node_000410,netease,164674,730.26,1234.91
node_000410,default,164674,652.68,827.61
node_000411,kuaishou,2446290,966.41,1289.32
node_000411,douyin,2446290,830.51,1370.25
node_000411,tencent_video,2446290,782.67,1430.61
node_000411,iqiyi,2446290,830.7,1190.55
node_000411,bilibili,2446290,827.76,1136.03
node_000411,netease,2446290,626.64,1009.19
node_000411,default,2446290,557.26,704.52
node_000412,kuaishou,1713857,1146.73,1437.74
node_000412,douyin,1713857,1080.56,1485.64
node_000412,tencent_video,1713857,889.83,1688.75
node_000412,iqiyi,1713857,828.02,1375.8
node_000412,bilibili,1713857,928.81,1289.86
node_000412,netease,1713857,746.33,1044.18
node_000412,default,1713857,692.98,753.09
node_000413,kuaishou,2220922,845.71,1040.04
node_000413,douyin,2220922,715.7,1220.32
node_000413,tencent_video,2220922,714.88,1367.55
node_000413,iqiyi,2220922,609.91,1105.34
node_000413,bilibili,2220922,674.27,1013.22
node_000413,netease,2220922,580.46,944.46
node_000413,default,2220922,456.21,631.12
node_000414,kuaishou,1047159,1121.26,1058.38
node_000414,douyin,1047159,1079.34,1263.78
node_000414,tencent_video,1047159,799.28,1626.01
node_000414,iqiyi,1047159,771.82,1319.93
node_000414,bilibili,1047159,904.51,1067.14
node_000414,netease,1047159,586.77,881.15
node_000414,default,1047159,506.67,667.42
node_000415,kuaishou,298820,973.94,1123.8
node_000415,douyin,298820,902.83,1341.81
node_000415,tencent_video,298820,700.24,1784.97
node_000415,iqiyi,298820,613.01,1456.89
node_000415,bilibili,298820,764.89,1091.52
node_000415,netease,298820,593.04,984.66
node_000415,default,298820,454.9,699.36
node_000416,kuaishou,1570319,1479.37,1790.86
node_000416,douyin,1570319,1300.64,2031.18
node_000416,tencent_video,1570319,1119.53,2236.07
node_000416,iqiyi,1570319,1072.96,2001.67
node_000416,bilibili,1570319,1123.46,1937.14
node_000416,netease,1570319,890.51,1488.32
node_000416,default,1570319,678.9,1109.17
node_000417,kuaishou,2317850,818.76,1063.76
node_000417,douyin,2317850,760.98,1169.66
node_000417,tencent_video,2317850,692.98,1258.9
node_000417,iqiyi,2317850,584.83,1079.23
node_000417,bilibili,2317850,712.96,1179.1
node_000417,netease,2317850,544.8,957.43
node_000417,default,2317850,535.9,667.99
node_000418,kuaishou,1929425,773.48,1065.72
node_000418,douyin,1929425,767.35,1350.7
node_000418,tencent_video,1929425,644.52,1266.53
node_000418,iqiyi,1929425,611.37,1099.38
node_000418,bilibili,1929425,687.99,1013.26
node_000418,netease,1929425,458.7,884.94
node_000418,default,1929425,457.7,660.3
node_000419,kuaishou,496591,866.19,956.31
node_000419,douyin,496591,842.16,1164.43
node_000419,tencent_video,496591,655.78,1318.87
node_000419,iqiyi,496591,561.31,1149.49
node_000419,bilibili,496591,632.31,926.65
node_000419,netease,496591,527.43,770.01
node_000419,default,496591,457.5,590.73
node_000420,kuaishou,13797,1175.72,1580.33
node_000420,douyin,13797,1058.25,1643.46
node_000420,tencent_video,13797,899.85,1825.68
node_000420,iqiyi,13797,914.54,1677.32
node_000420,bilibili,13797,1038.62,1533.59
node_000420,netease,13797,815.85,1313.32
node_000420,default,13797,722.58,947.12
node_000421,kuaishou,478443,1195.31,1683.49
node_000421,douyin,478443,1144.7,1926.81
node_000421,tencent_video,478443,1073.12,2545.58
node_000421,iqiyi,478443,958.49,2290.81
node_000421,bilibili,478443,970.71,1673.7
node_000421,netease,478443,907.64,1541.03
node_000421,default,478443,776.56,1078.57
node_000422,kuaishou,1097790,683.15,664.88
node_000422,douyin,1097790,653.82,817.62
node_000422,tencent_video,1097790,475.62,800.27
node_000422,iqiyi,1097790,475.36,700.94
node_000422,bilibili,1097790,543.82,739.59
node_000422,netease,1097790,435.95,603.09
node_000422,default,1097790,365.39,456.79
node_000423,kuaishou,2326740,967.17,1174.79
node_000423,douyin,2326740,876.2,1396.46
node_000423,tencent_video,2326740,855.7,1834.18
node_000423,iqiyi,2326740,703.68,1399.96
node_000423,bilibili,2326740,869.89,1327.07
node_000423,netease,2326740,704.88,957.9
node_000423,default,2326740,592.36,720.74
node_000424,kuaishou,1462571,979.93,1064.98
node_000424,douyin,1462571,1059.88,1279.45
node_000424,tencent_video,1462571,832.13,1393.49
node_000424,iqiyi,1462571,797.61,1154.4
node_000424,bilibili,1462571,846.99,1057.57
node_000424,netease,1462571,663.0,916.24
node_000424,default,1462571,601.22,631.54
node_000425,kuaishou,1830259,883.53,1170.18
node_000425,douyin,1830259,829.71,1277.3
node_000425,tencent_video,1830259,721.72,1755.06
node_000425,iqiyi,1830259,573.34,1475.44
node_000425,bilibili,1830259,750.9,1125.83
node_000425,netease,1830259,596.84,915.26
node_000425,default,1830259,439.22,701.04
node_000426,kuaishou,370899,859.68,1150.8
node_000426,douyin,370899,727.84,1520.58
node_000426,tencent_video,370899,697.21,1694.86
node_000426,iqiyi,370899,674.6,1668.01
node_000426,bilibili,370899,792.94,1088.97
node_000426,netease,370899,578.05,892.13
node_000426,default,370899,523.0,638.3
node_000427,kuaishou,2485629,1312.52,1971.51
node_000427,douyin,2485629,1380.21,2139.48
node_000427,tencent_video,2485629,1198.32,1917.89
node_000427,iqiyi,2485629,1015.57,2105.27
node_000427,bilibili,2485629,1251.8,1703.3
node_000427,netease,2485629,898.23,1346.3
node_000427,default,2485629,814.14,985.87
node_000428,kuaishou,469336,957.65,1019.17
node_000428,douyin,469336,956.05,1195.29
node_000428,tencent_video,469336,739.03,1402.63
node_000428,iqiyi,469336,692.98,1141.1
node_000428,bilibili,469336,809.94,1076.84
node_000428,netease,469336,628.67,890.87
node_000428,default,469336,554.36,559.12
node_000429,kuaishou,1947469,1347.2,1565.77
node_000429,douyin,1947469,1232.59,1841.3
node_000429,tencent_video,1947469,1080.24,2256.73
node_000429,iqiyi,1947469,1002.49,1744.46
node_000429,bilibili,1947469,1117.55,1598.34
node_000429,netease,1947469,806.43,1477.49
node_000429,default,1947469,792.55,1059.68
node_000430,kuaishou,35839,1084.65,994.77
node_000430,douyin,35839,856.76,1139.21
node_000430,tencent_video,35839,768.58,1310.04
node_000430,iqiyi,35839,735.2,1146.81
node_000430,bilibili,35839,815.09,1043.59
node_000430,netease,35839,583.1,877.0
node_000430,default,35839,538.17,642.28
node_000431,kuaishou,1850055,1167.7,1556.21
node_000431,douyin,1850055,1147.78,1762.88
node_000431,tencent_video,1850055,996.64,2001.74
node_000431,iqiyi,1850055,945.97,1683.6
node_000431,bilibili,1850055,987.78,1593.05
node_000431,netease,1850055,788.97,1338.07
node_000431,default,1850055,723.32,846.24
node_000432,kuaishou,2427606,946.79,1112.61
node_000432,douyin,2427606,837.04,1288.52
node_000432,tencent_video,2427606,617.44,1274.94
node_000432,iqiyi,2427606,547.41,1130.53
node_000432,bilibili,2427606,765.85,1186.75
node_000432,netease,2427606,548.96,885.44
node_000432,default,2427606,469.51,660.9
node_000433,kuaishou,782860,720.04,756.95
node_000433,douyin,782860,636.52,791.11
node_000433,tencent_video,782860,545.05,838.02
node_000433,iqiyi,782860,425.56,767.77
node_000433,bilibili,782860,560.3,701.79
node_000433,netease,782860,403.14,543.51
node_000433,default,782860,353.43,439.11
node_000434,kuaishou,1752103,1414.04,1487.06
node_000434,douyin,1752103,1397.02,1919.82
node_000434,tencent_video,1752103,1112.07,1817.42
node_000434,iqiyi,1752103,936.17,1751.3
node_000434,bilibili,1752103,1102.24,1498.62
node_000434,netease,1752103,860.87,1296.83
node_000434,default,1752103,712.51,845.0
node_000435,kuaishou,2300104,1031.18,910.16
node_000435,douyin,2300104,858.24,1035.06
node_000435,tencent_video,2300104,736.85,1415.93
node_000435,iqiyi,2300104,584.18,1228.04
node_000435,bilibili,2300104,807.49,927.13
node_000435,netease,2300104,576.44,848.3
node_000435,default,2300104,528.82,598.19
node_000436,kuaishou,2387110,1273.39,1214.95
node_000436,douyin,2387110,1094.4,1440.0
node_000436,tencent_video,2387110,864.46,1499.42
node_000436,iqiyi,2387110,828.98,1426.86
node_000436,bilibili,2387110,969.3,1210.02
node_000436,netease,2387110,625.59,1029.55
node_000436,default,2387110,589.74,727.42
node_000437,kuaishou,154073,817.07,1038.94
node_000437,douyin,154073,746.43,1257.76
node_000437,tencent_video,154073,668.78,1161.79
node_000437,iqiyi,154073,573.8,1164.99
node_000437,bilibili,154073,666.05,1106.35
node_000437,netease,154073,522.24,873.64
node_000437,default,154073,484.18,608.45
node_000438,kuaishou,8701,817.85,893.45
node_000438,douyin,8701,845.14,1170.89
node_000438,tencent_video,8701,732.69,1493.19
node_000438,iqiyi,8701,690.67,1235.79
node_000438,bilibili,8701,749.38,985.18
node_000438,netease,8701,618.63,781.17
node_000438,default,8701,512.76,578.4
node_000439,kuaishou,779823,726.25,916.91
node_000439,douyin,779823,673.27,1130.63
node_000439,tencent_video,779823,573.38,1227.22
node_000439,iqiyi,779823,507.93,1133.76
node_000439,bilibili,779823,594.97,894.39
node_000439,netease,779823,506.37,814.94
node_000439,default,779823,427.47,591.32
node_000440,kuaishou,2311330,1125.07,1189.23
node_000440,douyin,2311330,1032.91,1248.21
node_000440,tencent_video,2311330,764.83,1358.21
node_000440,iqiyi,2311330,748.54,1267.05
node_000440,bilibili,2311330,822.22,1007.23
node_000440,netease,2311330,666.27,919.34
node_000440,default,2311330,590.67,653.76
node_000441,kuaishou,1483778,1079.22,1258.83
node_000441,douyin,1483778,928.41,1354.03
node_000441,tencent_video,1483778,663.94,1735.04
node_000441,iqiyi,1483778,705.86,1553.9
node_000441,bilibili,1483778,734.44,1066.71
node_000441,netease,1483778,615.57,990.6
node_000441,default,1483778,459.59,669.28
node_000442,kuaishou,2413872,739.92,933.49
node_000442,douyin,2413872,662.15,1112.44
node_000442,tencent_video,2413872,579.96,1240.06
node_000442,iqiyi,2413872,516.66,1084.11
node_000442,bilibili,2413872,621.22,959.01
node_000442,netease,2413872,522.95,926.74
node_000442,default,2413872,420.22,582.18
node_000443,kuaishou,1747379,829.25,1009.93
node_000443,douyin,1747379,693.98,1230.44
node_000443,tencent_video,1747379,603.39,1439.72
node_000443,iqiyi,1747379,574.02,1404.37
node_000443,bilibili,1747379,732.65,1099.8
node_000443,netease,1747379,539.72,870.85
node_000443,default,1747379,478.35,581.95
node_000444,kuaishou,1592259,795.94,853.51
node_000444,douyin,1592259,723.86,966.69
node_000444,tencent_video,1592259,767.06,1070.84
node_000444,iqiyi,1592259,624.19,900.89
node_000444,bilibili,1592259,748.51,881.21
node_000444,netease,1592259,563.44,729.35
node_000444,default,1592259,499.34,541.75
node_000445,kuaishou,544126,736.69,744.05
node_000445,douyin,544126,676.16,889.35
node_000445,tencent_video,544126,548.49,960.32
node_000445,iqiyi,544126,491.01,857.29
node_000445,bilibili,544126,561.94,751.47
node_000445,netease,544126,461.61,594.52
node_000445,default,544126,379.25,458.02
node_000446,kuaishou,2034048,1120.42,1479.13
node_000446,douyin,2034048,1092.15,1674.78
node_000446,tencent_video,2034048,1127.21,1817.91
node_000446,iqiyi,2034048,914.09,1570.88
node_000446,bilibili,2034048,1070.51,1549.62
node_000446,netease,2034048,771.29,1258.77
node_000446,default,2034048,664.2,840.0
node_000447,kuaishou,2320588,873.86,980.69
node_000447,douyin,2320588,846.35,1250.47
node_000447,tencent_video,2320588,684.97,1302.87
node_000447,iqiyi,2320588,607.81,1066.88
node_000447,bilibili,2320588,724.7,1076.61
node_000447,netease,2320588,592.99,908.13
node_000447,default,2320588,450.01,639.17
node_000448,kuaishou,1030760,1089.35,1210.02
node_000448,douyin,1030760,911.74,1386.61
node_000448,tencent_video,1030760,916.19,1532.16
node_000448,iqiyi,1030760,806.73,1283.12
node_000448,bilibili,1030760,898.06,1187.0
node_000448,netease,1030760,689.46,1074.25
node_000448,default,1030760,533.85,717.55
node_000449,kuaishou,1804055,1282.66,1842.4
node_000449,douyin,1804055,1233.09,1854.01
node_000449,tencent_video,1804055,1002.31,2153.04
node_000449,iqiyi,1804055,967.27,1710.82
node_000449,bilibili,1804055,1155.9,1652.43
node_000449,netease,1804055,885.09,1455.16
node_000449,default,1804055,731.49,1036.78
node_000450,kuaishou,2349566,789.53,1102.97
node_000450,douyin,2349566,719.94,1153.26
node_000450,tencent_video,2349566,646.28,1283.11
node_000450,iqiyi,2349566,638.16,1162.27
node_000450,bilibili,2349566,744.05,1074.13
node_000450,netease,2349566,524.47,873.61
node_000450,default,2349566,479.2,654.74
node_000451,kuaishou,2003438,946.47,913.93
node_000451,douyin,2003438,791.84,1107.3
node_000451,tencent_video,2003438,771.5,1431.78
node_000451,iqiyi,2003438,653.47,1202.77
node_000451,bilibili,2003438,797.95,972.5
node_000451,netease,2003438,574.2,822.53
node_000451,default,2003438,548.68,558.69
node_000452,kuaishou,452085,1325.99,1251.05
node_000452,douyin,452085,1228.22,1501.99
node_000452,tencent_video,452085,877.05,1648.27
node_000452,iqiyi,452085,854.4,1502.4
node_000452,bilibili,452085,944.81,1385.58
node_000452,netease,452085,734.26,1098.01
node_000452,default,452085,615.43,814.29
node_000453,kuaishou,1486562,606.07,778.0
node_000453,douyin,1486562,573.5,789.4
node_000453,tencent_video,1486562,470.33,979.82
node_000453,iqiyi,1486562,453.39,913.55
node_000453,bilibili,1486562,537.45,633.53
node_000453,netease,1486562,412.23,638.74
node_000453,default,1486562,391.76,388.22
node_000454,kuaishou,1514084,1099.25,1020.85
node_000454,douyin,1514084,920.18,1182.54
node_000454,tencent_video,1514084,866.32,1367.79
node_000454,iqiyi,1514084,712.48,1109.77
node_000454,bilibili,1514084,857.33,988.66
node_000454,netease,1514084,575.79,876.37
node_000454,default,1514084,600.07,696.79
node_000455,kuaishou,2314093,1201.04,1626.23
node_000455,douyin,2314093,1111.98,1863.09
node_000455,tencent_video,2314093,1056.83,2383.72
node_000455,iqiyi,2314093,970.56,1926.34
node_000455,bilibili,2314093,1031.07,1562.32
node_000455,netease,2314093,769.88,1318.76
node_000455,default,2314093,712.44,1012.44
node_000456,kuaishou,342226,1198.55,1680.56
node_000456,douyin,342226,1061.41,2141.05
node_000456,tencent_video,342226,1125.25,2481.21
node_000456,iqiyi,342226,928.82,2371.07
node_000456,bilibili,342226,1083.39,1621.46
node_000456,netease,342226,840.64,1460.46
node_000456,default,342226,788.59,1086.19
node_000457,kuaishou,2198703,767.58,1054.89
node_000457,douyin,2198703,781.99,1075.14
node_000457,tencent_video,2198703,612.59,1228.36
node_000457,iqiyi,2198703,611.83,1113.96
node_000457,bilibili,2198703,662.59,1059.84
node_000457,netease,2198703,548.84,868.88
node_000457,default,2198703,439.62,622.2
node_000458,kuaishou,1673283,821.02,1036.88
node_000458,douyin,1673283,808.51,1183.35
node_000458,tencent_video,1673283,673.04,1542.01
node_000458,iqiyi,1673283,582.42,1320.24
node_000458,bilibili,1673283,692.92,1039.7
node_000458,netease,1673283,550.31,874.6
node_000458,default,1673283,444.71,598.04
node_000459,kuaishou,91456,1142.47,1264.57
node_000459,douyin,91456,1018.19,1546.15
node_000459,tencent_video,91456,858.32,1605.05
node_000459,iqiyi,91456,790.46,1303.12
node_000459,bilibili,91456,911.6,1294.35
node_000459,netease,91456,683.56,1051.44
node_000459,default,91456,608.11,834.1
node_000460,kuaishou,1671250,1183.15,1158.23
node_000460,douyin,1671250,992.0,1311.36
