node_id,deliverytype,resourcetype,province,isp,bw,nattype,dialtype,device_type,os,corenum,memtotal,totaldisksize,hdddisksize,ssddisksize,systemdisksize
ca6c74bf27d4a3c3a456d5ebcd12a7f0,idc,dedicated,山东,移动,10000.0,,,,,,,,,,
b92c5f2ff916ddb0b41efec80ddddead,aggregation,aggregation,广东,移动,220.0,,,,,,,,,,
c4ae443ea29beb478fc1d8fa30f76cf7,idc,dedicated,湖北,联通,7000.0,,,,,,,,,,
bc3899039284505c748e146204177e3d,idc,dedicated,山东,移动,6000.0,,,,,,,,,,
bf325fe475cec889d85b7f03c9dcc4ee,aggregation,aggregation,辽宁,移动,2500.0,,,,,,,,,,
b9dcb06082b3bb132e866692feb87049,aggregation,aggregation,北京,移动,1050.0,,,,,,,,,,
c5370d0bb6e6eb8868e7e0d12c28a245,idc,dedicated,天津,移动,7000.0,,,,,,,,,,
ca3e4ab11e1807beb0662b1ef2bdbe73,aggregation,aggregation,四川,联通,1300.0,,,,,,,,,,
bacf59a3b3057250a227dacbbae62390,aggregation,aggregation,山东,移动,120.0,,,,,,,,,,
ca7461dde1d298c70ed7c250ee712145,aggregation,aggregation,贵州,联通,650.0,,,,,,,,,,
c93ba12e92bbbafac14d7fbbae46a308,idc,aggregation,吉林,联通,2000.0,,,,,,,,,,
c28fa55fb0529877df01cc690797dd22,idc,dedicated,陕西,联通,5000.0,,,,,,,,,,
c598b5f81333c56c0d68abf31845d75a,idc,dedicated,浙江,移动,7000.0,,,,,,,,,,
b7469b17a4372bed2c7a1dccf029fef5,idc,dedicated,新疆,联通,5000.0,,,,,,,,,,
c0d3df61ed7f4f6daa949beafd44ba9b,idc,dedicated,天津,移动,5000.0,,,,,,,,,,
cfc57447e835511ef5e00b1dab77dff9,dedicated,dedicated,青海,联通,1000.0,,,,,,,,,,
d010a7e419c9ae2d2d583ae2420cb7e0,aggregation,aggregation,贵州,移动,150.0,,,,,,,,,,
d6b34c6ab92646c337ce00a3e780de1b,idc,dedicated,黑龙江,联通,5000.0,,,,,,,,,,
d5728bca0985d926f35c3e53e2de5b4f,aggregation,aggregation,广东,移动,150.0,,,,,,,,,,
cc7586e71b9508877654bb0230a0b000,aggregation,aggregation,广东,移动,1200.0,,,,,,,,,,
dd0fdd4d761d986f01b00daf40fafb0c,idc,dedicated,黑龙江,联通,10000.0,,,,,,,,,,
d975d9a3f89da0e7d8fd736128aa5a0d,idc,dedicated,安徽,联通,10000.0,,,,,,,,,,
d93d349cdcee5dd1666c6db66640fd97,idc,dedicated,浙江,移动,6000.0,,,,,,,,,,
cf24afe54a719342bc9eb5d447f21ef3,idc,dedicated,江苏,电信,8000.0,,,,,,,,,,
d425ab9ba5e4d856d9f1dd9d386497bf,aggregation,aggregation,四川,联通,836.0,,,,,,,,,,
d0b2aa3b6179417cfdab4f7d3366c215,idc,dedicated,宁夏,移动,7000.0,,,,,,,,,,
d2ebcbc0d113cbf9cbb6fc2aa42c4d2e,idc,dedicated,湖北,电信,5000.0,,,,,,,,,,
cf6f547d4725ec95c08c7beab34ff4e7,idc,dedicated,江西,移动,6000.0,,,,,,,,,,
dcc24a8fe122d599822972bb712d6d63,idc,dedicated,江苏,电信,2000.0,,,,,,,,,,
d49968f587d579ff7859cb4dff16766a,aggregation,aggregation,重庆,联通,990.0,,,,,,,,,,
da1ff988730f1532cf89651339e6385b,idc,dedicated,辽宁,电信,10000.0,,,,,,,,,,
da4a0402c321fd5470b1e4c42a479e46,idc,dedicated,天津,移动,5000.0,,,,,,,,,,
d0e65620bcddf82a3124abbc0d39186c,idc,dedicated,浙江,移动,5000.0,,,,,,,,,,
ddd638a433d7d2c5c6fd2bb2502bc74e,aggregation,aggregation,广东,联通,1040.0,,,,,,,,,,
eae894eacc04b703a0d04c5e7069bdfc,aggregation,aggregation,重庆,移动,600.0,,,,,,,,,,
ef7a0ec7c8405bd90ff374857bfe223b,aggregation,aggregation,江苏,电信,750.0,,,,,,,,,,
f2f92431266cc5bd9efb8eca35f5a98a,idc,dedicated,江西,移动,3600.0,,,,,,,,,,
f135e0fae483a28586cccf900b7ba6a5,aggregation,aggregation,河南,移动,3600.0,,,,,,,,,,
e766f70062ec7480c0c0638fe95cf8b0,idc,dedicated,河北,电信,2000.0,,,,,,,,,,
ed00def69db3927c99850df95c0b0923,aggregation,aggregation,广东,移动,220.0,,,,,,,,,,
ef4abe07699f66db390310ce0c841d36,aggregation,aggregation,河北,电信,3600.0,,,,,,,,,,
e1e64b03f33c93979d6eb344dc9daa2f,idc,dedicated,湖南,电信,6000.0,,,,,,,,,,
e4ad70ce969c45de249404d56b083f3a,idc,dedicated,浙江,移动,5000.0,,,,,,,,,,
eb22893bd836fb71bc794daefa254351,idc,dedicated,江西,移动,3000.0,,,,,,,,,,
f0a0b4745c698973cf517771db7e565e,idc,dedicated,福建,联通,10000.0,,,,,,,,,,
e6c38e4e71e28715e79392eede8b941e,idc,dedicated,安徽,移动,3000.0,,,,,,,,,,
e30c498a4b7c33b28b72f4ee31b40b56,idc,dedicated,湖北,电信,10000.0,,,,,,,,,,
e33deb5935a3dcc45c992a0f818028db,idc,dedicated,北京,联通,5000.0,,,,,,,,,,
e92ad0a67b1c9d3399139ff63b38235c,aggregation,aggregation,吉林,移动,990.0,,,,,,,,,,
eaa67469262d990ae50b64a1c3dcb8dd,idc,dedicated,天津,移动,5000.0,,,,,,,,,,
df5e9d69312a4d871db9fc95715b684e,idc,dedicated,天津,移动,5000.0,,,,,,,,,,
ee7ce95aa7d996e2525971e0cf7e9309,aggregation,aggregation,黑龙江,联通,960.0,,,,,,,,,,
eea6198199915cd0b0cdf8cf2eded277,dedicated,dedicated,安徽,移动,10000.0,,,,,,,,,,
e0a9db31d6a2823b4d90b62ccdb984d4,aggregation,aggregation,山东,移动,780.0,,,,,,,,,,
ef3d4ef65836de280e0939ac20b6a1be,idc,dedicated,辽宁,电信,2000.0,,,,,,,,,,
e360819030a1dd47cd895166c6f1af11,aggregation,aggregation,广西,移动,150.0,,,,,,,,,,
e8afa751251f9efc9c34ceb8266f30ce,aggregation,aggregation,山东,移动,150.0,,,,,,,,,,
f100abb930918576ff4ee59a3ddc7d5d,aggregation,aggregation,吉林,联通,3000.0,,,,,,,,,,
eecf97a156d199281b4c2ca096a81c81,idc,dedicated,江苏,电信,5000.0,,,,,,,,,,
ef6b6ad59c9128573c94f6e7ef30d16c,idc,dedicated,湖南,电信,6000.0,,,,,,,,,,
f2d73389dc432b9b7442bfef68a9c26e,idc,dedicated,广东,移动,6000.0,,,,,,,,,,
e536c720f5bde2c9d7d25029378b9f7a,idc,dedicated,江苏,电信,8000.0,,,,,,,,,,
ecc89b51699ddb30424aba8adf99fb3b,idc,dedicated,江苏,电信,5000.0,,,,,,,,,,
ef6de432003ddc5112319ea6678057f1,idc,dedicated,山东,电信,2500.0,,,,,,,,,,
e554ef3d3093cd775af76bb6ba94df37,aggregation,aggregation,重庆,联通,960.0,,,,,,,,,,
ed6315ffcfced4651b7920a3b021f54f,aggregation,aggregation,河北,电信,4000.0,,,,,,,,,,
e162ae7a9e41f52e2df07d89f740166b,idc,dedicated,湖南,电信,5000.0,,,,,,,,,,
oem2d32715fa0a7c3b9ea8376451e5e4,smallBox,aggregation,河北,电信,99.73,,,,,,,,,,
fc069ca2fa2d84241aa3d20e8af90952,idc,dedicated,江西,移动,3600.0,,,,,,,,,,
f533d33018a01a962a91c7c0a8cf2697,aggregation,aggregation,新疆,移动,1000.0,,,,,,,,,,
ffee49fd14aa1293658b15bfb903dd50,idc,dedicated,北京,联通,5000.0,,,,,,,,,,
fe58f7ae701161985c845969673d07a5,dedicated,dedicated,河北,电信,1600.0,,,,,,,,,,
f69e575858a240038dc52ae0065302c7,aggregation,aggregation,安徽,移动,3100.0,,,,,,,,,,
ff109f06d07f74e6f9815f97186a90ef,aggregation,aggregation,山东,移动,1000.0,,,,,,,,,,
facbbaf676561c14da1bb5ded2db1c2a,idc,dedicated,辽宁,电信,5000.0,,,,,,,,,,
f5cb34a20dd38aae7c41a8a39cb8d3d4,aggregation,aggregation,河南,电信,680.0,,,,,,,,,,
fefb2765ea992e67b128d1bdea576139,idc,dedicated,江苏,电信,5000.0,,,,,,,,,,
f99534be1926ecc4c60fb90bb9cc4942,dedicated,dedicated,福建,电信,2700.0,,,,,,,,,,
f4915a9479741009e733d3d65423f4a8,aggregation,aggregation,河南,移动,2700.0,,,,,,,,,,
f3882f6234caaa86e4375cb41d97f8d2,aggregation,aggregation,山东,移动,960.0,,,,,,,,,,
fe96759fc6cd0031a7f5cfb5848df86e,aggregation,aggregation,内蒙古,移动,500.0,,,,,,,,,,
fa6be0e6059489bffa7d02c4501473c5,idc,dedicated,湖南,移动,5000.0,,,,,,,,,,
oem204758298f5323c208b425e69d40a,smallBox,aggregation,山西,联通,65.31,,,,,,,,,,
oem236c0742210b936d386f07dad6e8a,smallBox,aggregation,广东,电信,87.22,,,,,,,,,,
ffd98e03cc7acb23ad12b870f4e115f1,aggregation,aggregation,辽宁,移动,3000.0,,,,,,,,,,
f3fe19d53b1d48ca342b05fbf7c5531c,idc,dedicated,浙江,移动,5000.0,,,,,,,,,,
